name,price (PLN),country,region,appellation,vineyard,vintage,volume (liters),alcohol (%),serving temperature (C),color,kind,taste,style,medals,wegan,natural,punctation,grapes
Chateau Margaux AOC Margaux,6499.0,France,Bordeaux,Margaux AOC,Chateau Margaux,2006.0,0.75,,18,red,,dry,full,,False,False,94.0,
Château Mazeyres Pomerol AOC,311.0,France,Bordeaux,Pomerol AOC,,2020.0,0.75,13.5,,red,,dry,full,,False,False,93.0,"Merlot, Cabernet Franc"
Chateau Mouton Rothschild Cru Classe,5999.0,France,Bordeaux,Pauillac AOC,Chateau Mouton Rothschild,2009.0,0.75,13.0,18,red,,dry,full,,False,False,99.0,Cabernet Franc
Chateau Nenin Pomerol AOC,678.0,France,Bordeaux,Pomerol AOC,Chateau Nenin,2018.0,0.75,13.5,18,red,,dry,full,,False,False,94.0,Merlot
Chateau Odilon Benjamin de Rothschild Haut-Medoc AOC,147.0,France,Bordeaux,Haut Medoc AOC,Château Peyre-Lebade,2018.0,0.75,,,red,,dry,,,False,False,,"Merlot, Cabernet Sauvignon, Cabernet Franc"
Chateau Ormes de Pez Saint-Estephe AOC,303.0,France,,,Château Les Ormes de Pez,2015.0,0.75,,,red,,dry,,,False,False,,"Cabernet Sauvignon, Cabernet Franc, Merlot"
Château Paradis Casseuil Rouge Bordeaux AOC,107.0,France,Bordeaux,Bordeaux AOC,Château Paradis Casseuil,2018.0,0.75,,,red,,dry,,,False,False,,"Merlot, Cabernet Sauvignon"
Chateau Pavie Macquin Saint-Emilion Grand Cru,906.0,France,Bordeaux,Saint Emilion AOC,,2016.0,0.75,,18,red,,dry,full,,False,False,96.0,Merlot
Chateau Pibarnon,219.0,France,Provence,Bandol AOC,Chateau de Pibarnon,2013.0,0.75,14.0,0,red,,dry,full,,False,False,,Mourvedre / Monastrell
Chateau-Figeac 1er Grand Cru Classe St. Emilion AOC,1049.0,France,Bordeaux,Saint Emilion Grand Cru Classe,Chateau-Figeac,2011.0,0.75,,18,red,,dry,full,,False,False,,
Chaxiraxi Baboso Tenerife Amos Baneres,229.0,Spain,Tenerife,,Amos Baneres,2018.0,0.75,12.5,,red,,dry,average,,True,True,,Baboso Negro
Chaxiraxi Listán Blanco Tenerife Amos Baneres,229.0,Spain,Tenerife,,Amos Baneres,2018.0,0.75,11.0,,white,,dry,average,,True,True,,Palomino
Chianti Ser Dante DOCG,45.0,Italy,Tuscany,Chianti DOCG,San Rocco,2018.0,0.75,13.0,16,red,,dry,average,,False,False,,Sangiovese
Chianti Terra Nostra,37.0,Italy,Tuscany,Chianti DOCG,Castellani,2017.0,0.75,12.0,18,red,,dry,average,,False,False,,Sangiovese
Chilijska para z Falernia,148.0,,,,,,,,,,,,,,False,False,,
Comte Jean-Louis Philippe Brut Champagne AOC,199.0,France,Champagne,Champagne AOC,Champagne Bauchet,,0.75,12.0,6-10,,champagne,dry,average,,False,False,,"Chardonnay, Pinot Noir"
Contado Di Majo Norante Riserva,89.0,Italy,Molise,Alianico del Molise DOC,Di Majo Norante,2012.0,0.75,13.5,18,red,,dry,full,,False,True,,Aglianico
Corte Ai Cipressi Chianti DOCG,39.0,Italy,Tuscany,Chianti DOCG,,2019.0,0.75,12.0,16,red,,dry,average,,False,False,,"Canaiolo, Sangiovese, Ciliegiolo"
Costalupo Illuminati,39.0,Italy,Abruzzo,Controguerra DOC,Illuminati,2020.0,0.75,12.5,,white,,dry,average,,True,False,,"Chardonnay, Trebbiano d'Abruzzo"
Cotes du Rhone Blanc Bouchard Aine & Fils,62.0,France,Rhône Valley,Côtes du Rhone AOC,Bouchard Aîné & Fils,2020.0,0.75,13.0,10-12,white,,dry,light,,False,False,,Clairette
Cuvee Blanc półsłodkie Winnica Srebrna Góra,63.0,Poland,Lesser Poland,,Winnica Srebrna Góra,2020.0,0.75,11.0,8-10,white,,semi-sweet,average,,False,False,,"Solaris, Hibernal, Seyval Blanc, Johanniter"
Cuvee Blanc Winnica Srebrna Góra,63.0,Poland,Lesser Poland,,Winnica Srebrna Góra,2020.0,0.75,12.5,8-10,white,,semi-dry,average,,False,False,,"Solaris, Hibernal, Seyval Blanc, Johanniter"
Cuvee Kojder,119.0,Poland,,,Winnica Kojder,2021.0,0.75,12.5,8-10,white,,semi-sweet,average,,False,True,,Solaris
Cuvee Rose Winnica Srebrna Góra,63.0,Poland,Lesser Poland,,Winnica Srebrna Góra,2021.0,0.75,11.5,10-12,rose,,semi-dry,light,,False,False,,Cabernet Cortis
Daniele Illuminati,115.0,Italy,Abruzzo,Controguerra DOC,Illuminati,2018.0,0.75,13.0,12-14,white,,dry,full,,False,False,,Chardonnay
De Stefani Millesimato Prosecco DOC,83.0,Italy,Veneto,Prosecco DOC,,2021.0,0.75,11.5,8-10,,sparkling,dry,average,,False,False,90.0,Glera
Denis Montanar Merlot Dodòn Venezia Gulia IGT,149.0,Italy,Friuli,Venezia Gulia IGT,,2017.0,0.75,12.5,16,red,,dry,average,,True,True,,Merlot
Dom Perignon Vintage w pudełku Luminous,1099.0,France,Champagne,Champagne AOC,,2012.0,0.75,,,,champagne,dry,full,,False,False,96.0,"Chardonnay, Pinot Noir"
Domaine Chandon de Briailles Corton Grand Cru Bio,999.0,France,Burgundy,Corton Grand Cru AOC,Domaine Chandon de Briailles,2018.0,0.75,,12,white,,dry,average,,False,True,93.0,Chardonnay
Domaine Chandon de Briailles Les Bressandes Corton Grand Cru Bio,999.0,France,Burgundy,Corton Bressandes Grand Cru AOC,Domaine Chandon de Briailles,2018.0,0.75,,16,red,,dry,average,,False,True,92.5,Pinot Noir
Domaine Chanson Chassagne Montrachet 1er Cru Les Chenevottes AOC,499.0,France,Burgundy,Chassagne Montrachet 1er Cru AOC,,2020.0,0.75,13.5,12,white,,dry,full,,False,False,93.0,Chardonnay
Domaine Chanson Le Bourgogne Pinot Noir AOC,115.0,France,Burgundy,Bourgogne AOC,,2020.0,0.75,12.5,15,red,,dry,average,,False,False,90.0,Pinot Noir
Domaine Chanson Mercurey AOC,167.0,France,Burgundy,Mercurey AOC,,2020.0,0.75,12.5,15,red,,dry,average,,False,False,,Pinot Noir
Domaine Chanson Meursault AOC,329.0,France,Burgundy,Meursault AOC,,2018.0,0.75,13.5,12,white,,dry,full,,False,False,90.0,Chardonnay
Domaine Chanson Santenay AOC,173.0,France,Burgundy,Santenay AOC,,2018.0,0.75,13.5,15,red,,dry,full,,False,False,90.0,Pinot Noir
Domaine Chanson Savigny-lès-Beaune Pinot Noir AOC,250.0,France,Burgundy,Savigny-les-Beaune AOC,,2017.0,0.75,13.5,15,red,,dry,full,,False,False,,Pinot Noir
Domaine Chanson Viré-Clessé AOC,99.0,France,Burgundy,Viré-Clessé AOC,,2018.0,0.75,13.5,12,white,,dry,light,,False,False,,Chardonnay
Domaine David Duband Nuits Saint Georges,249.0,France,Burgundy,Nuits Saint Georges AOC,David Duband,2015.0,0.75,13.0,18,red,,dry,,,False,False,,Pinot Noir
Domaine des Roches Neuves Outre Terre,269.1,France,Loire Valley,Saumur-Champigny AOC,Domaine de Roches Neuves,2013.0,0.75,13.5,15,red,,dry,average,,False,True,,Cabernet Franc
"Domaine du Trapadis Cotes Du Rhone Rouge ""La P’tite Côte""",74.0,France,Rhône Valley,,Domaine du Trapadis,2020.0,0.75,13.5,16,red,,dry,average,,False,True,,Grenache
Domaine La Bohème G & M Auvergne VdF,169.0,France,Auvergne,Vin de France,,2020.0,0.75,12.5,10-12,orange,,dry,average,,True,True,,"Muscat, Sauvignon Blanc, Gewürztraminer"
Domaine Wach Riesling Kastelberg Grand Cru Alsace AOC,266.0,France,Alsace,Alsace Grand Cru AOP,,2018.0,0.75,13.5,12,white,,dry,full,,True,False,,Riesling
Domaines Ott Clos Mireille Rosé Cœur de Grain Côtes De Provence AOC,259.0,France,Provence,Côtes de Provence AOC,,2020.0,0.75,13.0,10-12,rose,,dry,average,Mundus Vini Gold,False,False,,"Cinsault, Grenache, Syrah"
Dominio de Pingus PSI Ribera Del Duero DO,237.0,Spain,Ribera del Duero,Ribera del Duero DO,Dominio de Pingus,2020.0,0.75,14.0,,red,,dry,full,,False,True,92.5,"Tempranillo, Garnacha"
Dominio de Tares Bembibre Bierzo DO,199.0,Spain,,Bierzo DO,Dominio de Tares,2015.0,0.75,,,red,,dry,,,False,False,,Mencia
Dominio de Tares Cepas Viejas Bierzo DO,151.0,Spain,,Bierzo DO,Dominio de Tares,2017.0,0.75,14.5,,red,,dry,,,False,False,,Mencia
Donnafugata Isolano Dolce&Gabbana Etna Bianco DOC,355.0,Italy,Sicily,Etna Bianco DOC,,2019.0,0.75,12.0,10-12,white,,dry,average,,False,False,,Carricante
"Dopff & Irion ""Cuvée René Dopff"" Gewurztraminer Alsace AOC",96.0,France,Alsace,Alsace AOC,Chateau De Riquewihr  Dopff & Irion,2019.0,0.75,13.5,12,white,,semi-sweet,average,,False,False,,Gewürztraminer
"Dopff & Irion ""Cuvée René Dopff"" Pinot Blanc Alsace AOC",63.0,France,Alsace,Alsace AOC,Chateau De Riquewihr  Dopff & Irion,2020.0,0.75,,,white,,semi-dry,average,,False,False,,Pinot Blanc
"Dopff & Irion ""Cuvée René Dopff"" Pinot Gris Alsace AOC",95.0,France,Alsace,Alsace AOC,Chateau De Riquewihr  Dopff & Irion,2017.0,0.75,,10-12,white,,dry,average,,False,False,,
"Dopff & Irion ""Cuvée René Dopff"" Riesling Alsace AOC",74.0,France,Alsace,Alsace AOC,Chateau De Riquewihr  Dopff & Irion,2020.0,0.75,,,white,,dry,,,False,False,,Riesling
Dorli Muhr Prellenkirchen Samt&Seide DAC Carnuntum,129.0,Austria,Niederösterreich,Carnuntum DAC,,2018.0,0.75,13.0,15,red,,dry,average,,True,True,92.0,Blaufränkisch
Dornfelder Winnice Jaworek,99.0,Poland,Lower Silesia,,Winnice Jaworek,2018.0,0.75,12.5,16,red,,dry,average,,False,False,,Dornfelder
Duchessa Lia Blanc de Blancs Brut Spumante NV,43.0,Italy,Piedmont,Vino da Tavola (VdT),,,0.75,11.5,8-10,white,,dry,average,,False,False,,"Garganega, Pinot Blanc, Durello"
Duchessa Lia Moscato d'Asti DOCG,57.0,Italy,Piedmont,Moscato d Asti DOCG,,2021.0,0.75,5.5,6,white,,sweet,light,,False,False,,Moscato
Egri Bikaver Grof Buttler,149.0,Hungary,Eger,Nagy- Eged-Hegy,Grof Buttler,2013.0,0.75,,16-18,red,,dry,average,,False,False,,"Syrah, Pinot Noir, Kekfrankos, Portugieser, Cabernet Sauvignon, Merlot, Kadarka"
Eiswein Gruner Veltliner Schloss Gobelsburg,275.0,Austria,Kamptal,Kamptal DAC,Schloss Gobelsburg,2018.0,0.375,,9,white,,sweet,full,,False,False,90.0,Grüner Veltliner
"Els Vinyerons ""Lluerna"" Penedes DO",79.0,Spain,Penedes,Penedes DO,Els Vinyerons Vins Naturals,2021.0,0.75,12.5,8,white,,dry,,,False,True,,Xarel.lo
"Elvio Cogno "" Bricco Pernice "" Barolo DOCG",495.0,Italy,Piedmont,Barolo DOCG,Elvio Cogno,2013.0,0.75,,,red,,dry,,Due Bicchieri Gambero Rosso,False,False,93.0,Nebbiolo
"Esencia Rural De Sol a Sol Airén Tinaja, Toledo",89.0,Spain,Castile (Castilla y Leon),Castilla VdT,,2018.0,0.75,13.5,14,orange,,dry,full,,True,True,,Airen
"Esencia Rural De Sol a Sol Airén, Toledo",89.0,Spain,Castile (Castilla y Leon),Castilla VdT,,2017.0,0.75,14.5,14,orange,,dry,full,,True,True,,Airen
"Esencia Rural De Sol a Sol Tempranillo, Toledo",93.0,Spain,Castile (Castilla y Leon),Castilla VdT,,2018.0,0.75,14.0,16,red,,dry,full,,True,True,,Tempranillo
"Esencia Rural De Sol a Sol Velasco, Toledo",95.0,Spain,Castile (Castilla y Leon),Castilla VdT,,2018.0,0.75,14.5,16,red,,dry,full,,True,True,,Velasco
"Esencia Rural Pampaneo Airén Eco, Toledo",63.0,Spain,Castile (Castilla y Leon),Castilla VdT,,2021.0,0.75,12.5,14,orange,,dry,average,,True,True,,Airen
"Esencia Rural Pampaneo Tempranillo Natural, Toledo",75.0,Spain,Castile (Castilla y Leon),Castilla VdT,,2021.0,0.75,13.5,16,red,,dry,average,,True,True,,Tempranillo
Extra Brut Billecart-Salmon,289.0,France,Champagne,Champagne AOC,Billecart-Salmon,,0.75,12.0,6-10,,champagne,dry,average,,False,False,,Pinot Meunier
Famille Perrin Château de Beaucastel Châteauneuf-du-Pape AOC,629.0,France,Rhône Valley,Châteauneuf du Pape AOC,,2019.0,0.75,14.5,16-18,red,,dry,full,Decanter Gold,False,True,98.0,"Clairette, Terret, Bourboulenc, Grenache, Vaccarèse, Cinsault, Picardan, Syrah, Rousanne, Mourvedre / Monastrell, Counoise, Picpoul de pinet, Muscardin"
Family Selection Gran Reserva Cabernet Sauvignon Luis Felipe Edwards,69.0,Chile,Central Valley,,Luis Felipe Edwards,2020.0,0.75,,,red,,dry,,,False,False,,Cabernet Sauvignon
Feudi di San Gregorio Falanghina del Sannio DOC,89.0,Italy,Campaign,Falangina del Sannio DOC,Feudi di San Gregorio,2020.0,0.75,,,white,,dry,,,False,False,,Falangina
Feudi di San Gregorio Greco di Tufo DOCG,95.0,Italy,Campaign,Greco di Tufo DOCG,Feudi di San Gregorio,2017.0,0.75,,,white,,dry,,,False,False,,Greco
Feudi di San Gregorio Lacryma Christi Bianco Del Vesuvio DOC,68.0,Italy,Campaign,Lacryma Christi DOP,Feudi di San Gregorio,2020.0,0.75,12.5,,white,,dry,,,False,False,,"Falanghina, Coda di Volpe"
Feudo Antico Rosso Tullum DOP,85.0,Italy,Abruzzo,Tullum DOP,Feudo Antico,2014.0,0.75,,,red,,dry,,IWC Silver,False,False,,Montepulciano
"Francois de Nicolay ""Pinosheim"" Pinot Noir",162.0,France,Burgundy,,,2020.0,0.75,13.0,16,red,,dry,average,,False,True,,Pinot Noir
Francois de Nicolay Chablis Villages,201.0,France,Burgundy,Chablis AOC,,2019.0,0.75,13.5,12,white,,dry,average,,False,True,,Chardonnay
"Francois de Nicolay Petillant Naturel ""Objectif bulles""",147.0,France,Burgundy,,,,0.75,13.0,11,,sparkling,dry,average,,False,True,,Chardonnay
Francois de Nicolay Savigny les Beaune Cru,329.0,France,Burgundy,Bourgogne AOC,,2019.0,0.75,12.5,16,red,,dry,light,,False,True,,Pinot Noir
François Écot Troma-Onirique Aligoté Bourgogne VdF,179.0,France,Burgundy,Vin de France,,2020.0,0.75,12.5,10-12,white,,dry,average,,True,True,,Aligoté
Furmint Budahazy Fekete Kuria,79.0,Hungary,Tokaj (Tokay-Hegyalja),Tokaji,Budahazy Fekete Kuria,2018.0,0.75,,9,white,,dry,average,,False,False,,Furmint
Gabriel Meffre Occitanie Un Ete En Rose Pays d`Oc IGP,55.0,France,Languedoc (Languedoc),Vin de Pays D Oc,Gabriel Meffre,2018.0,0.75,,,rose,,dry,,,False,False,,"Grenache, Cinsault"
Gabriel Meffre Saint Christophe Hermitage AOC,239.0,France,Rhône Valley,Hermitage AOC,Gabriel Meffre,2010.0,0.75,,,red,,dry,,,False,False,,Syrah
Gabriel Meffre Saint Pierre Crozes Hermitage AOC,115.0,France,Rhône Valley,Crozes Hermitage AOC,Gabriel Meffre,2016.0,0.75,,,red,,dry,,,False,False,,Syrah
Gabriel Meffre Saint Vincent Blanc Cotes-du Rhone AOC,55.0,France,,,Gabriel Meffre,2017.0,0.75,,,white,,dry,,,False,False,,
Gabriel Meffre Saint Vincent Rouge Cotes-du Rhone AOC,55.0,France,Rhône Valley,Côtes du Rhone AOC,Gabriel Meffre,2019.0,0.75,,,red,,dry,,,False,False,,"Grenache, Syrah, Cinsault"
Gabriel Meffre Sainte Catherine Gigondas AOC,169.0,France,Rhône Valley,Gigondas AOC,Gabriel Meffre,2015.0,0.75,,,red,,dry,,,False,False,,"Grenache, Syrah , Cinsault"
GAJA Ca'Marcanda Camarcanda Bolgheri DOC,1049.0,Italy,Tuscany,Bolgheri DOC,,2016.0,0.75,13.5,16,red,,dry,full,,False,False,95.333336,"Cabernet Sauvignon, Cabernet Franc"
GAJA Ca'Marcanda Magari Bolgheri DOC,573.0,Italy,Tuscany,Bolgheri DOC,,2019.0,0.75,14.5,16,red,,dry,full,,False,False,92.5,"Cabernet Franc, Cabernet Sauvignon, Petit Verdot"
GAJA Rossj-Bass Langhe DOP,624.0,Italy,Piedmont,Langhe DOP,Gaja,2021.0,0.75,13.5,12-14,white,,dry,average,,False,False,,Chardonnay
Gamay Winnice Jaworek,95.0,Poland,Lower Silesia,,Winnice Jaworek,2019.0,0.75,12.0,15,red,,dry,average,,False,False,,Gamay
Gavi di Gavi DOCG Laficaia,75.0,Italy,Piedmont,Gavi di Gavi DOCG,Laficaia,2018.0,0.75,12.5,10,white,,dry,average,,False,False,,Cortese
Gewürztraminer Dopff au Moulin Alsace AOC,115.0,France,Alsace,Alsace AOC,Dopff au Moulin,2018.0,0.75,13.5,16,white,,semi-dry,average,,False,False,,Gewürztraminer
Gewurztraminer Grand Cru Furstentum Vieilles Vignes Albert Mann,209.0,France,Alsace,Alsace Grand Cru AOP,Albert Mann,2016.0,0.75,,12,white,,dry,average,,False,True,,Gewürztraminer
Gewürztraminer Solander,65.0,Italy,Trentino Alto Adige,Alto Adige Gewurztraminer DOC,San Rocco,2020.0,0.75,13.5,11,white,,dry,average,,False,False,,Gewürztraminer
Gewürztraminer St. Valentin St Michael-Eppan,239.0,Italy,Trentino Alto Adige,Alto Adige Gewurztraminer DOC,St. Michael-Eppan,2020.0,0.75,14.5,12,white,,dry,full,,False,False,93.0,Gewürztraminer
Gloria Reynolds Art & Tradition,362.0,Portugal,Alentejo,,Reynolds Wine Growers,2009.0,0.75,,10-12,red,,dry,full,,False,False,,"Trincadeira, Alicante Bouschet"
Graacher Domprobst Riesling Spatlese Selbach-Oster,139.0,Germany,Moselle-Saar-Ruwer,Mosel QmP,Selbach Oster,2018.0,0.75,11.5,10,white,,semi-sweet,full,,False,False,,Riesling
Grauburgunder S Schäfer Fröhlich,145.0,Germany,Nahe,Nahe QbA,Schäfer Fröhlich,2021.0,0.75,12.5,8-10,white,,dry,light,,False,False,,Pinot Gris
Gruner Veltliner Domaene Gobelsburg,82.0,Austria,Kamptal,Kamptal,Schloss Gobelsburg,2021.0,0.75,12.5,12,white,,dry,light,,False,False,,Grüner Veltliner
Grüner Veltliner Federspiel Terrassen Domäne Wachau,97.0,Austria,Wachau,,Domäne Wachau,2021.0,0.75,12.0,10,white,,dry,average,,False,False,,Grüner Veltliner
Gruner Veltliner LAMM Schloss Gobelsburg,279.0,Austria,Kamptal,Kamptal,Schloss Gobelsburg,2019.0,0.75,13.0,10,white,,dry,full,,False,False,94.0,Grüner Veltliner
Gruner Veltliner Landwein Auer 1L,49.0,Austria,Weinland,,Auer,,1.0,11.5,12,white,,dry,light,,False,False,,Grüner Veltliner
Henschke Henry's Seven Barossa Valley,219.0,Australia,Barossa Valley,,,2021.0,,14.5,16,red,,dry,full,,False,True,92.5,"Viognier, Grenache, Mourvedre / Monastrell, Shiraz"
Henschke Hill of Grace Eden Valley,4299.0,Australia,Eden Valley,,,2017.0,,14.5,17,red,,dry,full,,False,True,98.0,Shiraz
Henschke Keyneton Euphonium Barossa Valley,319.0,Australia,Barossa Valley,,,2017.0,,14.5,17,red,,dry,full,,False,True,95.0,"Cabernet Sauvignon, Cabernet Franc, Merlot, Shiraz"
Hibernal Pet-Nat Jura,95.0,Poland,Lesser Poland,,Winnica Jura,2020.0,0.75,12.0,8-10,,sparkling,semi-dry,average,,True,True,,Hibernal
Il Bacca Luccarelli Primitivo di Manduria DOP Magnum,319.0,Italy,Puglia,Primitivo di Manduria DOP,Luccarelli - Terre di Sava,2015.0,1.5,13.5,16-18,red,,dry,full,,False,False,,Primitivo
Ilico Montepulciano d'Abruzzo Illuminati,59.0,Italy,Abruzzo,Montepulciano d Abruzzo DOC,Illuminati,2017.0,0.75,13.5,16,red,,dry,full,Tre Bicchieri Gambero Rosso,False,False,,Montepulciano
Illuminati Riparosso Montepulciano d'Abruzzo,47.0,Italy,Abruzzo,Montepulciano d Abruzzo DOC,Illuminati,2019.0,0.75,13.5,,red,,dry,average,Due Bicchieri Gambero Rosso,False,False,,Montepulciano
Jean Collet & Fils Chablis AOC,135.0,France,Burgundy,Chablis AOC,Domaine Collet,2020.0,0.75,12.5,12,white,,dry,average,,False,False,,Chardonnay
Johanniter Bio Pet-Nat Winnica Jura,95.0,Poland,Lesser Poland,,Winnica Jura,2020.0,0.75,12.5,8-10,,sparkling,dry,light,,True,True,,Johanniter
Johanniter Extra Brut Kojder,199.0,Poland,,,Winnica Kojder,2019.0,0.75,13.0,8-10,,sparkling,dry,average,,False,True,,johanniter
Johanniter Kojder,93.0,Poland,,,Winnica Kojder,2019.0,0.75,13.0,8-10,white,,dry,average,,False,True,,johanniter
Johanniter Winnica Amonit,95.0,Poland,Lesser Poland,,Amonit,2021.0,0.75,12.0,10-12,white,,dry,average,,False,False,,Johanniter
Juhfark Kolonics,75.0,Hungary,Somló,,Kolonics,2019.0,0.75,13.0,10-12,white,,dry,average,,False,False,,Juhfark
Kamara Estate Kamara Pure Retsina,49.0,Greece,Macedonia-Thrace,Retsina Appelation by Tradition,,2020.0,0.5,12.0,8-10,white,,dry,average,,True,True,,"Roditis, Assyrtiko"
Katnook Estate Cabernet Sauvignon,139.0,Australia,South Australia,Coonawarra,Katnook Estate,2013.0,0.75,13.5,18,red,,dry,full,Decanter Silver,False,False,,Cabernet Sauvignon
La Calonica Vino Nobile di Montepulciano DOCG,129.0,Italy,Tuscany,V.Nobile di Montepulciano DOCG,,2016.0,0.75,13.5,15,red,,dry,average,,False,False,,"Canaiolo, Sangiovese"
La Chablisienne Les Preuses Chablis Grand Cru AOC,299.0,France,,,La Chablisienne,2015.0,0.75,,,white,,dry,,,False,False,,Chardonnay
La Purisima Consentido Blanco Macabeo Yecla DO,42.0,Spain,,,Bodegas La Purisima,2021.0,0.75,,,white,,dry,,,False,False,,Macabeo
La Purisima Consentido Merlot Yecla DO,39.0,Spain,"Murcia, Yecla",Yecla DO,La Purisima,2019.0,0.75,14.0,16,red,,,light,,False,False,,Merlot
La Purisima Consentido Monastrell Barrica Yecla DO,42.0,Spain,Yecla,,Bodegas La Purisima,2020.0,0.75,14.0,16-18,red,,dry,,Decanter Silver,False,False,,Monastrell
La Purisima Consentido Syrah Yecla DO,39.0,Spain,Murcia,Yecla DO,Bodegas La Purisima,2020.0,0.75,,,red,,dry,average,,False,False,,Syrah
La Purisima Enesencia Varietales Monastrell Dulce,57.0,Spain,,Yecla DO,Bodegas La Purisima,2020.0,0.5,13.0,,red,,sweet,average,,False,False,,Monastrell
La Roche Buissière Rosé Côtes du Rhône AOP,99.0,France,Rhône Valley,Côtes du Rhone AOC,,2020.0,0.75,13.5,15,rose,,dry,average,,True,True,,"Cinsault, Grenache, Syrah"
La Valentina Pecorino Colline Pescaresi IGT,82.0,Italy,Abruzzo,Colline Pescaresi IGT,,2021.0,0.375,13.0,8-10,white,,dry,average,,False,True,,Pecorino
La Vieille Ferme Rouge Côtes-du-Ventoux VdF,65.0,France,Rhône Valley,Vin de France,,2020.0,0.75,13.5,16,red,,dry,average,,True,False,,"Cinsault, Syrah, Grenache, Carignan"
Langhe Nebbiolo DOC Elio Grasso,129.0,Italy,Piedmont,Langhe DOP,Elio Grasso,2018.0,0.75,14.0,18,red,,dry,average,,False,False,,Nebbiolo
Le Bon Vivant Côtes de Provence AOP,59.9,France,Provence,Côtes de Provence AOC,LGI Languedoc Wines,2019.0,0.75,,,rose,,dry,,,True,True,,"Grenache, Syrah, Mourvedre / Monastrell, Cinsault"
Le Raisin et l'Ange Pause Canon Rosé Ardèche VdF,105.0,France,Rhône Valley,Vin de France,,2020.0,0.75,12.5,10-12,rose,,dry,light,,True,True,,"Syrah, Merlot, Grenache, Cabernet Sauvignon, Chardonnay"
Légende Medoc AOC,119.0,France,,,Domaines Barons de Rothschild Lafite,2019.0,0.75,,,red,,dry,,,False,False,,"Cabernet Sauvignon, Merlot"
Légende Pauillac AOC,215.0,France,,,Domaines Barons de Rothschild Lafite,2018.0,0.75,,,red,,dry,,,False,False,,"Cabernet Sauvignon, Merlot"
Légende Rouge Bordeaux AOC,79.0,France,,,Domaines Barons de Rothschild Lafite,2019.0,0.75,12.0,,red,,dry,,,False,False,,"Cabernet Sauvignon, Merlot"
Légende Saint - Emilion AOC,145.0,France,,,Domaines Barons de Rothschild Lafite,2016.0,0.75,,,red,,dry,,,False,False,,"Merlot, Cabernet Franc"
Livio Felluga Terre Alte Rosazzo DOCG,429.0,Italy,Friuli,Rosazzo DOCG,,2018.0,0.75,13.0,10-12,white,,dry,average,,False,False,94.0,"Sauvignon Blanc, Tokai Friulano, Pinot Bianco"
Long Barn Zinfandel Napa Valley,69.0,United States of America,California,Napa Valley,,2019.0,0.75,14.5,16,red,,dry,average,,False,False,,Zinfandel
Loosen Up Dornfelder Semi Sweet,47.0,Germany,Moselle-Saar-Ruwer,,Dr. Loosen,2019.0,0.75,10.5,15,red,,semi-sweet,,,False,False,,Dornfelder
Loosen Up Riesling Semi Sweet,47.0,Germany,Moselle-Saar-Ruwer,,Dr. Loosen,2018.0,0.75,10.5,8,white,,semi-sweet,,,False,False,,Riesling
Los Vascos Cabernet Sauvignon Colchagua,60.8,Chile,Colchagua Valley,,Los Vascos,2020.0,0.75,,,red,,dry,full,,False,False,,Cabernet Sauvignon
Los Vascos Chardonnay Colchagua / Casablanca,60.8,Chile,Colchagua Valley,,Los Vascos,2020.0,0.75,,,white,,dry,,,False,False,,Chardonnay
